customer_number,fin_period,total_due,amt_current,amt_30_days,amt_60_days,amt_90_days,amt_120_days,amt_150_days,amt_180_days,amt_210_days,amt_240_days,amt_270_days,amt_300_days,amt_330_days,amt_360_days
AACJ01,201810,456.0,456.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AACJ01,201811,456.0,0.0,456.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AACJ01,201812,456.0,0.0,0.0,456.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AACJ01,201901,456.0,0.0,0.0,0.0,456.0,0.0,0.0,0,0,0,0,0,0,0
AACJ01,201902,463.32,7.32,0.0,0.0,0.0,456.0,0.0,0,0,0,0,0,0,0
AACJ01,201903,470.64,7.32,7.32,0.0,0.0,0.0,456.0,0,0,0,0,0,0,0
AACJ01,201904,477.96,7.32,7.32,7.32,0.0,0.0,0.0,456,0,0,0,0,0,0
AACJ01,201905,485.28,7.32,7.32,7.32,7.32,0.0,0.0,0,456,0,0,0,0,0
AACJ01,201906,492.71,7.43,7.32,7.32,7.32,7.31,0.0,0,0,456,0,0,0,0
AACJC2,201810,21291.0,21291.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AACJC2,201811,21291.0,0.0,21291.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AACJC2,201812,21291.0,0.0,0.0,21291.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AACJC2,201901,21291.0,0.0,0.0,0.0,21291.0,0.0,0.0,0,0,0,0,0,0,0
AACJC2,201902,21291.0,0.0,0.0,0.0,0.0,21291.0,0.0,0,0,0,0,0,0,0
AACJC2,201903,28656.0,7365.0,0.0,0.0,0.0,0.0,21291.0,0,0,0,0,0,0,0
AADPRG,201803,5054.3,5054.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AADPRG,201804,37123.25,32068.95,5054.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AADPRG,201805,91721.16,54597.91,32068.95,5054.3,0.0,0.0,0.0,0,0,0,0,0,0,0
AADPRG,201806,116287.11,24565.95,54597.91,32068.95,5054.3,0.0,0.0,0,0,0,0,0,0,0
AADPRG,201807,301682.81,185395.7,24565.95,54597.91,32068.95,5054.3,0.0,0,0,0,0,0,0,0
AADPRG,201808,337820.06,36137.25,185395.7,24565.95,54597.91,32068.95,5054.3,0,0,0,0,0,0,0
AADPRG,201809,352206.93,14386.87,36137.25,185395.7,24565.95,54597.91,32068.95,5054,0,0,0,0,0,0
AADPRG,201811,41568.91,41568.91,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AADPRG,201812,61346.91,19778.0,41568.91,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AADPRG,201901,70112.79,8765.88,19778.0,41568.91,0.0,0.0,0.0,0,0,0,0,0,0,0
AADPRG,201902,130723.42,60610.63,8765.88,19778.0,41568.91,0.0,0.0,0,0,0,0,0,0,0
AADPRG,201903,136772.38,6048.96,60610.63,8765.88,19778.0,41568.91,0.0,0,0,0,0,0,0,0
AADPRG,201904,148286.06,11513.68,6048.96,60610.63,8765.88,19778.0,41568.91,0,0,0,0,0,0,0
AADPRG,201905,173722.77,23623.55,13326.84,6048.96,60610.63,8765.87,19778.0,41568,0,0,0,0,0,0
AADPRG,201906,186091.71,12368.94,23623.55,13326.84,6048.96,60610.63,8765.87,19778,41568,0,0,0,0,0
AADPRG,201907,196656.09,10564.38,12368.94,23623.55,13326.84,6048.96,60610.63,8765,19778,41568,0,0,0,0
AADPRG,201908,230213.28,33557.19,10564.38,12368.94,23623.55,13326.84,6048.96,60610,8765,19778,41568,0,0,0
AADPRG,201909,241509.28,11296.0,33557.19,10564.38,12368.94,23623.55,13326.84,6048,60610,8765,19778,41568,0,0
AADPRG,201910,290959.28,19454.25,11296.0,63552.94,10564.38,12368.94,23623.55,13326,6048,60610,8765,19778,41568,0
AADPRG,201911,290959.28,0.0,19454.25,11296.0,63552.94,10564.38,12368.94,23623,13326,6048,60610,8765,19778,41568
AADPRG,201912,363911.06,72951.78,0.0,19454.25,11296.0,63552.94,10564.38,12368,23623,13326,6048,60610,8765,61346
AADPRG,202001,363911.06,0.0,72951.78,0.0,19454.25,11296.0,63552.94,10564,12368,23623,13326,6048,60610,70112
AADPRO,201803,551068.91,18708.35,5715.31,15928.05,45737.8,464979.4,0.0,0,0,0,0,0,0,0
AADPRO,201804,551068.91,0.0,18708.35,5715.31,15928.05,45737.8,464979.4,0,0,0,0,0,0,0
AADPRO,201805,553817.91,2749.0,0.0,18708.35,5715.31,15928.05,45737.8,464979,0,0,0,0,0,0
AADPRO,201806,580447.17,26629.26,2749.0,0.0,18708.35,5715.31,15928.05,45737,464979,0,0,0,0,0
AADPRO,201807,630401.17,49954.0,26629.26,2749.0,0.0,18708.35,5715.31,15928,45737,464979,0,0,0,0
AADPRO,201808,610376.17,0.0,49954.0,26629.26,2749.0,0.0,18708.35,5715,15928,45737,444954,0,0,0
AADPRO,201809,620137.53,9761.36,0.0,49954.0,26629.26,2749.0,0.0,18708,5715,15928,45737,444954,0,0
AADPRO,201810,670333.27,50195.74,9761.36,0.0,49954.0,26629.26,2749.0,0,18708,5715,15928,45737,444954,0
AADPRO,201811,567153.27,0.0,50195.74,9761.36,0.0,0.0,26629.26,2749,0,18708,5715,15928,45737,391728
AADPRO,201812,574373.27,7220.0,0.0,50195.74,9761.36,0.0,0.0,26629,2749,0,18708,5715,15928,437466
AADPRO,201901,583921.27,9548.0,7220.0,0.0,50195.74,9761.36,0.0,0,26629,2749,0,18708,5715,453394
AADPRO,201902,571981.27,0.0,9548.0,7220.0,0.0,38255.74,9761.36,0,0,26629,2749,0,18708,459109
AADPRO,201903,564807.27,0.0,0.0,9548.0,7220.0,0.0,38255.74,9761,0,0,26629,2749,0,470643
AADPRO,201904,567552.27,2745.0,0.0,0.0,9548.0,7220.0,0.0,38255,9761,0,0,26629,2749,470643
AADPRO,201905,567782.52,230.25,2745.0,0.0,0.0,9548.0,7220.0,0,38255,9761,0,0,26629,473392
AADPRO,201906,597111.27,29328.75,230.25,2745.0,0.0,0.0,9548.0,7220,0,38255,9761,0,0,500022
AADPRO,201907,573323.27,0.0,29328.75,230.25,2745.0,0.0,0.0,9548,7220,0,38255,9761,0,476234
AADPRO,201908,541393.15,0.0,0.0,29328.75,230.25,0.0,0.0,0,9548,7220,0,38255,9761,447049
AADPRO,201909,551052.0,9658.85,0.0,0.0,29328.75,230.25,0.0,0,0,9548,7220,0,38255,456810
AADPRO,201910,544710.4,0.0,9658.85,0.0,0.0,22987.15,230.25,0,0,0,9548,7220,0,495066
AADPRO,201911,534041.55,0.0,0.0,9658.85,0.0,0.0,22987.15,230,0,0,0,9548,7220,484397
AADPRO,201912,536816.55,0.0,0.0,0.0,9658.85,2775.0,0.0,22987,230,0,0,0,9548,491617
AADPRO,202001,551830.55,15014.0,0.0,0.0,0.0,9658.85,2775.0,0,22987,230,0,0,0,501165
AAMI01,201803,1000.92,0.0,0.0,0.0,0.0,1000.92,0.0,0,0,0,0,0,0,0
AAMI01,201804,500.92,0.0,0.0,0.0,0.0,0.0,500.92,0,0,0,0,0,0,0
AAMI01,201805,923.44,923.44,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AAMI01,201806,923.44,0.0,923.44,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AAMI01,201807,923.44,0.0,0.0,923.44,0.0,0.0,0.0,0,0,0,0,0,0,0
AAMI01,201808,923.44,0.0,0.0,0.0,923.44,0.0,0.0,0,0,0,0,0,0,0
AAMI01,201809,523.44,0.0,0.0,0.0,0.0,523.44,0.0,0,0,0,0,0,0,0
AAMI01,201907,906.24,906.24,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AAMI01,201908,906.24,0.0,906.24,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AAMI01,201909,906.24,0.0,0.0,906.24,0.0,0.0,0.0,0,0,0,0,0,0,0
AAMI01,201910,906.24,0.0,0.0,0.0,906.24,0.0,0.0,0,0,0,0,0,0,0
ABHG01,201803,598.5,1.14,597.36,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHG01,201804,598.5,598.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHG01,201811,684.0,684.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHG01,201812,1345.77,661.77,684.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHG01,201907,906.24,906.24,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201804,37.05,37.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201805,4573.11,4536.06,37.05,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201808,1639.04,1639.04,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201809,1070.67,453.72,616.95,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201812,1949.4,1949.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201901,860.7,256.5,604.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201902,120.84,39.9,80.94,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201903,80.94,0.0,39.9,41.04,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201904,-820.8,-820.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201905,-820.8,-820.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201906,-820.8,-820.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201907,-820.8,-820.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201908,-820.8,-820.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201909,-820.8,-820.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201910,-820.8,-820.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201911,-165.42,-165.42,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,201912,444.42,444.42,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN01,202001,-119.88,-119.88,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201805,31.92,31.92,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201806,31.92,0.0,31.92,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201807,-196.08,-196.08,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201808,-196.08,-196.08,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201809,-196.08,-196.08,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201810,-196.08,-196.08,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201811,-196.08,-196.08,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201812,-196.08,-196.08,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201901,-196.08,-196.08,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201902,2904.72,2904.72,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201903,-6.72,-6.72,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201904,-6.72,-6.72,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201905,-6.72,-6.72,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201906,-140.1,-140.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201907,-140.1,-140.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201908,-140.1,-140.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201909,-3.36,-3.36,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,201910,1170.78,1170.78,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABHN02,202001,199.5,199.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABLA01,201803,229.14,0.0,0.0,0.0,229.14,0.0,0.0,0,0,0,0,0,0,0
ABLA01,201806,205.77,205.77,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABLA01,201807,205.77,0.0,205.77,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABLA01,201808,205.77,0.0,0.0,205.77,0.0,0.0,0.0,0,0,0,0,0,0,0
ABLA01,201809,205.77,0.0,0.0,0.0,205.77,0.0,0.0,0,0,0,0,0,0,0
ABLA01,201810,205.77,0.0,0.0,0.0,0.0,205.77,0.0,0,0,0,0,0,0,0
ABRC01,201811,75.24,75.24,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABRC01,201812,75.24,0.0,75.24,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABRC01,201901,491.34,416.1,0.0,75.24,0.0,0.0,0.0,0,0,0,0,0,0,0
ABRC01,201902,416.1,0.0,416.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABRC01,201904,121.98,121.98,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABRC01,201905,538.08,416.1,121.98,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ABRC01,201906,538.08,0.0,416.1,121.98,0.0,0.0,0.0,0,0,0,0,0,0,0
ABRC01,201907,52.55,0.0,0.0,52.55,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,201803,2257.2,1209.54,0.0,1047.66,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,201809,8355.06,8355.06,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,201811,23826.0,23826.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,201812,16220.0,0.0,16220.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,201901,21144.8,4924.8,0.0,16220.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,201902,11266.34,10596.23,670.11,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,201903,1026.0,1026.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,201904,1499.1,473.1,1026.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,201905,1499.1,0.0,473.1,1026.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,201906,135.1,0.0,0.0,135.1,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,201911,12448.8,12448.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,201912,5494.8,0.0,5494.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHB01,202001,5494.8,0.0,0.0,5494.8,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHP01,201807,558.6,558.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHP01,201808,558.6,0.0,558.6,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHR01,201803,3863.73,0.0,452.58,2677.86,166.71,566.58,0.0,0,0,0,0,0,0,0
ACHR01,201804,3713.13,0.0,0.0,452.58,2677.86,16.11,566.58,0,0,0,0,0,0,0
ACHR01,201805,3713.13,0.0,0.0,0.0,452.58,2677.86,16.11,566,0,0,0,0,0,0
ACHR01,201806,1090.98,0.0,0.0,0.0,0.0,0.0,1090.98,0,0,0,0,0,0,0
ACHR01,201807,1090.98,0.0,0.0,0.0,0.0,0.0,0.0,1090,0,0,0,0,0,0
ACHR01,201808,1090.98,0.0,0.0,0.0,0.0,0.0,0.0,0,1090,0,0,0,0,0
ACHR01,201809,1090.98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1090,0,0,0,0
ACHR01,201810,563.16,563.16,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHR01,201811,3156.66,2593.5,563.16,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHR01,201812,3156.66,0.0,2593.5,563.16,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHR01,201901,3156.66,0.0,0.0,2593.5,563.16,0.0,0.0,0,0,0,0,0,0,0
ACHR01,201902,3156.66,0.0,0.0,0.0,2593.5,563.16,0.0,0,0,0,0,0,0,0
ACHR01,201903,3156.66,0.0,0.0,0.0,0.0,2593.5,563.16,0,0,0,0,0,0,0
ACHR01,201904,3156.66,0.0,0.0,0.0,0.0,0.0,2593.5,563,0,0,0,0,0,0
ACHR01,201905,3156.66,0.0,0.0,0.0,0.0,0.0,0.0,2593,563,0,0,0,0,0
ACHR01,201906,3156.66,0.0,0.0,0.0,0.0,0.0,0.0,0,2593,563,0,0,0,0
ACHR01,201907,3156.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2593,563,0,0,0
ACHR01,201908,3156.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2593,563,0,0
ACHR01,201909,3156.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2593,563,0
ACHR01,201910,-0.34,-0.34,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHR01,201911,-0.34,-0.34,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHR01,201912,-0.34,-0.34,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHR01,202001,-3785.14,-3785.14,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHR02,202001,3784.8,3784.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHU01,201803,10093.82,1970.83,0.0,4402.14,0.0,3720.85,0.0,0,0,0,0,0,0,0
ACHU01,201804,10093.82,0.0,1970.83,0.0,4402.14,0.0,3720.85,0,0,0,0,0,0,0
ACHU01,201805,10093.82,0.0,0.0,1970.83,0.0,4402.14,0.0,3720,0,0,0,0,0,0
ACHU01,201806,4593.82,0.0,0.0,0.0,1970.83,0.0,2622.99,0,0,0,0,0,0,0
ACHU01,201807,4593.82,0.0,0.0,0.0,0.0,1970.83,0.0,2622,0,0,0,0,0,0
ACHU01,201808,7126.74,7042.92,0.0,0.0,0.0,0.0,83.81,0,0,0,0,0,0,0
ACHU01,201809,7126.74,0.0,7042.92,0.0,0.0,0.0,0.0,83,0,0,0,0,0,0
ACHU01,201810,7126.74,0.0,0.0,7042.92,0.0,0.0,0.0,0,83,0,0,0,0,0
ACHU01,201811,7126.74,0.0,0.0,0.0,7042.92,0.0,0.0,0,0,83,0,0,0,0
ACHU01,201812,7126.74,0.0,0.0,0.0,0.0,7042.92,0.0,0,0,0,83,0,0,0
ACHU01,201901,7126.74,0.0,0.0,0.0,0.0,0.0,7042.92,0,0,0,0,83,0,0
ACHU01,201902,7126.74,0.0,0.0,0.0,0.0,0.0,0.0,7042,0,0,0,0,83,0
ACHU01,201903,7126.74,0.0,0.0,0.0,0.0,0.0,0.0,0,7042,0,0,0,0,83
ACHU01,201904,7126.74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7042,0,0,0,83
ACHU01,201905,3126.74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3126,0,0,0
ACHU01,201906,3126.74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3126,0,0
ACHV01,201803,3169.2,591.66,0.0,2577.54,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHV01,201804,4231.68,1062.48,591.66,0.0,2577.54,0.0,0.0,0,0,0,0,0,0,0
ACHV01,201805,3459.9,2392.86,1062.48,4.56,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHV01,201806,-678.3,-678.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHV01,201807,-678.3,-678.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHV01,201808,948.48,948.48,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHV01,201809,598.5,598.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHV01,201810,-678.3,-678.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHV01,201811,2633.4,2633.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHV01,201902,2184.24,2184.24,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHV01,201906,699.96,699.96,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHV01,201912,5576.03,5576.03,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHVC1,201803,8545.0,8545.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHVC1,201804,8545.0,0.0,8545.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHVC1,201805,8545.0,0.0,0.0,8545.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACHVC1,201806,8545.0,0.0,0.0,0.0,8545.0,0.0,0.0,0,0,0,0,0,0,0
ACHVC1,201807,8545.0,0.0,0.0,0.0,0.0,8545.0,0.0,0,0,0,0,0,0,0
ACHVC1,201808,8545.0,0.0,0.0,0.0,0.0,0.0,8545.0,0,0,0,0,0,0,0
ACHVC1,201809,8545.0,0.0,0.0,0.0,0.0,0.0,0.0,8545,0,0,0,0,0,0
ACHVC1,201810,8545.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8545,0,0,0,0,0
ACHVC1,201811,8545.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8545,0,0,0,0
ACHVC1,201812,8545.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8545,0,0,0
ACHVC1,201901,8545.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8545,0,0
ACLS02,201803,4182.43,0.0,0.0,4182.43,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201804,4182.43,0.0,0.0,0.0,4182.43,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201805,4444.29,4234.53,0.0,0.0,0.0,209.76,0.0,0,0,0,0,0,0,0
ACLS02,201806,6370.89,1926.6,4234.53,0.0,0.0,0.0,209.76,0,0,0,0,0,0,0
ACLS02,201807,11913.57,5752.44,1926.6,4234.53,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201808,11466.69,0.0,5752.44,1926.6,3787.65,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201809,10389.96,3157.8,0.0,5752.44,1479.72,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201810,2742.84,0.0,2742.84,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201811,6056.82,3313.98,0.0,2742.84,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201812,6056.82,0.0,3313.98,0.0,2742.84,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201901,14508.78,11194.8,0.0,3313.98,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201902,12705.3,1510.5,11194.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201903,17028.18,4322.88,1510.5,11194.8,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201904,5622.48,210.9,4322.88,1088.7,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201905,8018.76,7203.66,210.9,604.2,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201906,8058.66,39.9,7203.66,210.9,604.2,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201907,7943.52,0.0,39.9,7203.66,210.9,489.06,0.0,0,0,0,0,0,0,0
ACLS02,201908,7943.52,0.0,0.0,39.9,7203.66,210.9,489.06,0,0,0,0,0,0,0
ACLS02,201909,39.9,0.0,0.0,0.0,39.9,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201910,569.94,530.04,0.0,0.0,0.0,39.9,0.0,0,0,0,0,0,0,0
ACLS02,201911,530.04,0.0,530.04,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS02,201912,530.04,0.0,0.0,530.04,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS02,202001,786.48,786.48,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS03,201904,10220.1,10220.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS03,201905,10220.1,0.0,10220.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS03,201906,10220.1,0.0,0.0,10220.1,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS03,201907,6069.12,118.26,0.0,0.0,5950.86,0.0,0.0,0,0,0,0,0,0,0
ACLS03,201908,6164.58,95.46,118.26,0.0,0.0,5950.86,0.0,0,0,0,0,0,0,0
ACLS03,201909,4906.2,4810.74,95.46,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS03,201910,4906.2,0.0,4810.74,95.46,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS03,201911,4810.74,0.0,0.0,4810.74,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLS03,201912,1839.79,29.05,0.0,0.0,1810.74,0.0,0.0,0,0,0,0,0,0,0
ACLS03,202001,410.89,381.84,29.05,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLSC1,201803,16798.0,16798.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLSC1,201804,16798.0,0.0,16798.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLSC1,201805,13396.0,0.0,0.0,13396.0,0.0,0.0,0.0,0,0,0,0,0,0,0
ACLSC1,201806,13396.0,0.0,0.0,0.0,13396.0,0.0,0.0,0,0,0,0,0,0,0
ACLSC1,201807,13179.0,0.0,0.0,0.0,0.0,13179.0,0.0,0,0,0,0,0,0,0
ACLSC1,201808,13179.0,0.0,0.0,0.0,0.0,0.0,13179.0,0,0,0,0,0,0,0
ACLSC1,201809,10409.0,0.0,0.0,0.0,0.0,0.0,0.0,10409,0,0,0,0,0,0
ACLSC1,201810,9884.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9884,0,0,0,0,0
ACLSC1,201811,7090.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7090,0,0,0,0
ACLSC1,201812,7090.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7090,0,0,0
AFRM01,201807,598.5,598.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AFRM01,201808,612.75,14.25,598.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AFRM01,201809,14.25,0.0,14.25,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AFRM01,201810,550.05,535.8,0.0,14.25,0.0,0.0,0.0,0,0,0,0,0,0,0
AFRM01,201811,550.05,0.0,535.8,0.0,14.25,0.0,0.0,0,0,0,0,0,0,0
AFRM01,201812,703.95,689.7,0.0,14.25,0.0,0.0,0.0,0,0,0,0,0,0,0
AFRM01,201901,703.95,0.0,689.7,0.0,14.25,0.0,0.0,0,0,0,0,0,0,0
AFRM01,201902,14.25,0.0,0.0,14.25,0.0,0.0,0.0,0,0,0,0,0,0,0
AFRM01,201907,171.0,171.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AFRM01,201908,414.96,243.96,171.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AFRM01,201909,243.96,0.0,243.96,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
