customer_number,fin_period,total_due,amt_current,amt_30_days,amt_60_days,amt_90_days,amt_120_days,amt_150_days,amt_180_days,amt_210_days,amt_240_days,amt_270_days,amt_300_days,amt_330_days,amt_360_days
DABO01,201804,29.07,29.07,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DABO01,201805,303.81,274.74,29.07,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DABO01,201806,-501.6,-501.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DABO01,201807,60.42,60.42,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DABO01,201808,60.42,0.0,60.42,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DABO01,201809,60.42,0.0,0.0,60.42,0.0,0.0,0.0,0,0,0,0,0,0,0
DABO01,201810,31.92,31.92,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DABO01,201811,63.84,31.92,31.92,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DABO01,201812,63.84,0.0,31.92,31.92,0.0,0.0,0.0,0,0,0,0,0,0,0
DABO01,201901,63.84,0.0,0.0,31.92,31.92,0.0,0.0,0,0,0,0,0,0,0
DANE02,201808,239.55,239.55,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DANE02,201809,239.55,0.0,239.55,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DANE02,201901,175.56,175.56,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DANE02,201902,175.56,0.0,175.56,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DANE02,201905,173.28,173.28,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DANE02,201906,173.28,0.0,173.28,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBID01,201806,131.1,131.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBID01,201809,86.64,86.64,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBID01,201812,114.0,114.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBID01,201901,114.0,0.0,114.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201803,12867.73,0.0,12633.89,220.02,0.0,13.82,0.0,0,0,0,0,0,0,0
DBOE01,201804,9872.54,0.0,0.0,9872.54,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201805,17336.55,7697.85,0.0,0.0,9638.7,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201806,9805.71,2107.86,7697.85,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201807,18991.26,18991.26,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201808,8351.79,0.0,8351.79,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201809,-1839.09,-1839.09,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201810,21650.61,21650.61,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201811,19981.65,0.0,19981.65,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201812,20100.21,118.56,0.0,19981.65,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201901,20100.21,0.0,118.56,0.0,19981.65,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201902,7759.79,0.0,0.0,118.56,0.0,7641.23,0.0,0,0,0,0,0,0,0
DBOE01,201903,16925.58,16134.42,0.0,0.0,118.56,0.0,672.6,0,0,0,0,0,0,0
DBOE01,201904,9468.43,8686.8,781.63,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201905,9921.58,453.15,8686.8,781.63,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201906,10051.54,129.96,453.15,8686.8,781.63,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201907,10173.52,121.98,129.96,453.15,8686.8,781.63,0.0,0,0,0,0,0,0,0
DBOE01,201908,-3072.3,-3072.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201909,-3072.3,-3072.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201910,-2551.32,-2551.32,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201911,-77.52,-77.52,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,201912,136.8,136.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOE01,202001,222.3,85.5,136.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOEC1,201807,4385.96,4385.96,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOEC1,201808,4385.96,0.0,4385.96,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOEC1,201809,4385.96,0.0,0.0,4385.96,0.0,0.0,0.0,0,0,0,0,0,0,0
DBOEC1,201810,4385.96,0.0,0.0,0.0,4385.96,0.0,0.0,0,0,0,0,0,0,0
DBOEC1,201811,4385.96,0.0,0.0,0.0,0.0,4385.96,0.0,0,0,0,0,0,0,0
DBOEC1,201812,4385.96,0.0,0.0,0.0,0.0,0.0,4385.96,0,0,0,0,0,0,0
DBOEC1,201901,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,4385,0,0,0,0,0,0
DBOEC1,201902,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,4385,0,0,0,0,0
DBOEC1,201903,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4385,0,0,0,0
DBOEC1,201904,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4385,0,0,0
DBOEC1,201905,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4385,0,0
DBOEC1,201906,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4385,0
DBOEC1,201907,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DBOEC1,201908,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DBOEC1,201909,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DBOEC1,201910,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DBOEC1,201911,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DBOEC1,201912,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DBOEC1,202001,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DBUG03,201803,3017.12,0.0,913.82,0.0,2103.3,0.0,0.0,0,0,0,0,0,0,0
DBUG03,201804,209.76,0.0,0.0,209.76,0.0,0.0,0.0,0,0,0,0,0,0,0
DBUG03,201810,6419.34,6419.34,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBUG03,201811,6419.34,0.0,6419.34,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBUG03,201812,327.18,327.18,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBUG03,201901,327.18,0.0,327.18,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBUG03,201902,428.12,428.12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBUG03,201903,-3425.7,-3425.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBUG03,201904,-3425.7,-3425.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBUG03,201905,587.1,587.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBUG03,201911,330.54,330.54,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBUG03,201912,330.54,0.0,330.54,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DBUG03,202001,330.54,0.0,0.0,330.54,0.0,0.0,0.0,0,0,0,0,0,0,0
DDA01,201803,-1316.7,-1316.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DDA01,201804,-1316.7,-1316.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DDA01,201805,-1847.94,-1847.94,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DDA01,201806,-1847.94,-1847.94,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DDA01,201807,-1847.94,-1847.94,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DDA01,201808,-1847.94,-1847.94,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DDA01,201809,12455.64,12455.64,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DDA01,201810,12455.64,0.0,12455.64,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DDA01,201811,12655.45,199.81,0.0,12455.64,0.0,0.0,0.0,0,0,0,0,0,0,0
DDA01,201812,12855.26,199.81,199.81,0.0,12455.64,0.0,0.0,0,0,0,0,0,0,0
DDA01,201901,13058.28,203.02,199.81,199.81,0.0,12455.64,0.0,0,0,0,0,0,0,0
DDA01,201902,13264.5,206.22,203.02,199.81,199.81,0.0,12455.64,0,0,0,0,0,0,0
DDA01,201903,13473.98,209.48,206.22,203.02,199.81,199.81,0.0,12455,0,0,0,0,0,0
DDA01,201904,13686.77,212.79,209.48,206.22,203.02,199.8,199.81,0,12455,0,0,0,0,0
DDA01,201905,13902.92,216.15,212.79,209.48,206.22,203.02,199.8,199,0,12455,0,0,0,0
DDA01,201906,14122.48,219.56,216.15,212.79,209.48,206.21,203.02,199,199,0,12455,0,0,0
DDA01,201907,14345.51,223.03,219.56,216.15,212.79,209.48,206.21,203,199,199,0,12455,0,0
DDA01,201908,14572.06,226.55,223.03,219.56,216.15,212.79,209.48,206,203,199,199,0,12455,0
DDA01,201909,14802.19,230.13,226.55,223.03,219.56,216.15,212.79,209,206,203,199,199,0,12455
DDA01,201910,15035.95,233.76,230.13,226.55,223.03,219.55,216.15,212,209,206,203,199,199,12455
DDA01,201911,15035.95,0.0,233.76,230.13,226.55,223.03,219.55,216,212,209,206,203,199,12655
DDA01,201912,15035.95,0.0,0.0,233.76,230.13,226.54,223.03,219,216,212,209,206,203,12855
DDA01,202001,15035.95,0.0,0.0,0.0,233.76,230.13,226.54,223,219,216,212,209,206,13058
DDAAC1,201803,27747.0,19713.0,0.0,0.0,0.0,8034.0,0.0,0,0,0,0,0,0,0
DDAAC1,201804,44105.4,16358.4,19713.0,0.0,0.0,0.0,8034.0,0,0,0,0,0,0,0
DDAAC1,201805,43527.4,0.0,16358.4,19713.0,0.0,0.0,0.0,7456,0,0,0,0,0,0
DDAAC1,201806,43527.4,0.0,0.0,16358.4,19713.0,0.0,0.0,0,7456,0,0,0,0,0
DDAAC1,201807,43527.4,0.0,0.0,0.0,16358.4,19713.0,0.0,0,0,7456,0,0,0,0
DDAAC1,201808,43527.4,0.0,0.0,0.0,0.0,16358.4,19713.0,0,0,0,7456,0,0,0
DDAAOC,201803,37984.86,0.0,0.0,1051.28,0.0,36933.58,0.0,0,0,0,0,0,0,0
DDAAOC,201804,38585.52,600.66,0.0,0.0,1051.28,0.0,36933.58,0,0,0,0,0,0,0
DDAAOC,201805,32633.05,0.0,600.66,0.0,0.0,0.0,0.0,32032,0,0,0,0,0,0
DDAAOC,201806,33250.58,617.53,0.0,600.66,0.0,0.0,0.0,0,32032,0,0,0,0,0
DDAAOC,201807,33859.93,609.35,617.53,0.0,600.66,0.0,0.0,0,0,32032,0,0,0,0
DDAAOC,201808,34478.92,618.99,609.35,617.53,0.0,600.66,0.0,0,0,0,32032,0,0,0
DDAAOC,201809,4849.42,0.0,618.99,609.35,617.53,0.0,600.66,0,0,0,0,2402,0,0
DDAAOC,201810,5382.83,533.41,0.0,618.99,609.35,617.53,0.0,600,0,0,0,0,2402,0
DELO01,201807,2034.9,2034.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DELO01,201808,2067.54,32.64,2034.9,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DELO01,201809,2100.71,33.17,32.64,2034.9,0.0,0.0,0.0,0,0,0,0,0,0,0
DELO01,201810,160.11,0.0,33.17,32.64,94.3,0.0,0.0,0,0,0,0,0,0,0
DELO01,201811,65.27,1.03,0.0,33.17,31.07,0.0,0.0,0,0,0,0,0,0,0
DELO01,201812,-91.63,-91.63,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DELO01,201901,79.37,79.37,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DELO01,201902,80.64,1.27,79.37,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DELO01,201903,81.93,1.29,1.27,79.37,0.0,0.0,0.0,0,0,0,0,0,0,0
DELO01,201906,1558.38,1558.38,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DELO01,201908,3260.4,3260.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DFESOC,201803,48.08,48.08,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DFESOC,201804,96.93,48.85,48.08,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DFESOC,201805,146.57,49.64,48.85,48.08,0.0,0.0,0.0,0,0,0,0,0,0,0
DFESOC,201806,146.57,0.0,49.64,48.85,48.08,0.0,0.0,0,0,0,0,0,0,0
DFESOC,201807,146.57,0.0,0.0,49.64,48.85,48.08,0.0,0,0,0,0,0,0,0
DFESOC,201808,146.57,0.0,0.0,0.0,49.64,48.85,48.08,0,0,0,0,0,0,0
DFESOC,201809,146.57,0.0,0.0,0.0,0.0,49.64,48.85,48,0,0,0,0,0,0
DGS01,201803,6008.94,0.0,5.7,0.0,0.0,6003.24,0.0,0,0,0,0,0,0,0
DGS01,201804,3245.69,0.0,0.0,5.7,0.0,0.0,3239.99,0,0,0,0,0,0,0
DGS01,201805,1438.92,0.0,0.0,0.0,5.7,0.0,0.0,1433,0,0,0,0,0,0
'DGSOC,201803,6400.0,0.0,0.0,0.0,0.0,6400.0,0.0,0,0,0,0,0,0,0
'DGSOC,201804,6400.0,0.0,0.0,0.0,0.0,0.0,6400.0,0,0,0,0,0,0,0
DHYR01,201808,3541.98,3541.98,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201809,7880.82,7880.82,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201810,3961.5,3961.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201811,10315.86,6354.36,3961.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201812,10994.16,678.3,6354.36,3961.5,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201901,12403.2,11724.9,678.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201902,11126.4,0.0,11126.4,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201903,14000.34,2873.94,0.0,11126.4,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201904,25630.62,11630.28,2873.94,0.0,11126.4,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201905,14504.22,0.0,11630.28,2873.94,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201906,28215.57,13711.35,0.0,11630.28,2873.94,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201907,21878.31,0.0,13711.35,0.0,8166.96,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201908,22499.61,621.3,0.0,13711.35,0.0,8166.96,0.0,0,0,0,0,0,0,0
DHYR01,201909,7872.86,0.0,621.3,0.0,7251.56,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201911,6044.28,6044.28,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYR01,201912,12685.92,6641.64,6044.28,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYR01,202001,19543.02,6857.1,6641.64,6044.28,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC1,201808,4385.96,4385.96,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC1,201809,4385.96,0.0,4385.96,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC1,201810,4385.96,0.0,0.0,4385.96,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC1,201811,4385.96,0.0,0.0,0.0,4385.96,0.0,0.0,0,0,0,0,0,0,0
DHYRC1,201812,4385.96,0.0,0.0,0.0,0.0,4385.96,0.0,0,0,0,0,0,0,0
DHYRC1,201901,4385.96,0.0,0.0,0.0,0.0,0.0,4385.96,0,0,0,0,0,0,0
DHYRC1,201902,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,4385,0,0,0,0,0,0
DHYRC1,201903,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,4385,0,0,0,0,0
DHYRC1,201904,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4385,0,0,0,0
DHYRC1,201905,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4385,0,0,0
DHYRC1,201906,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4385,0,0
DHYRC1,201907,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4385,0
DHYRC1,201908,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DHYRC1,201909,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DHYRC1,201910,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DHYRC1,201911,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DHYRC1,201912,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DHYRC1,202001,4385.96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4385
DHYRC2,201808,24925.0,24925.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC2,201809,24995.0,70.0,24925.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC2,201810,26053.0,1058.0,70.0,24925.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC2,201811,29374.0,3321.0,1058.0,70.0,24925.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC2,201812,29374.0,0.0,3321.0,1058.0,70.0,24925.0,0.0,0,0,0,0,0,0,0
DHYRC2,201901,34624.0,5250.0,0.0,3321.0,1058.0,70.0,24925.0,0,0,0,0,0,0,0
DHYRC2,201902,34624.0,0.0,5250.0,0.0,3321.0,1058.0,70.0,24925,0,0,0,0,0,0
DHYRC2,201903,34624.0,0.0,0.0,5250.0,0.0,3321.0,1058.0,70,24925,0,0,0,0,0
DHYRC2,201904,29930.0,0.0,0.0,0.0,5250.0,0.0,3321.0,1058,70,20231,0,0,0,0
DHYRC2,201905,42857.0,12927.0,0.0,0.0,0.0,5250.0,0.0,3321,1058,70,20231,0,0,0
DHYRC2,201906,34646.0,0.0,12927.0,0.0,0.0,0.0,5250.0,0,3321,1058,70,12020,0,0
DHYRC2,201907,30793.0,0.0,0.0,12927.0,0.0,0.0,0.0,5250,0,3321,1058,70,8167,0
DHYRC2,201908,30248.0,0.0,0.0,0.0,12927.0,0.0,0.0,0,5250,0,3321,1058,70,7622
DHYRC2,201909,27844.0,0.0,0.0,0.0,0.0,10523.0,0.0,0,0,5250,0,3321,1058,7692
DHYRC2,201910,34524.0,6680.0,0.0,0.0,0.0,0.0,10523.0,0,0,0,5250,0,3321,8750
DHYRC2,201911,29652.0,0.0,6680.0,0.0,0.0,0.0,0.0,10523,0,0,0,5250,0,7199
DHYRC2,201912,33961.0,4309.0,0.0,6680.0,0.0,0.0,0.0,0,10523,0,0,0,5250,7199
DHYRC2,202001,33861.0,0.0,4309.0,0.0,6680.0,0.0,0.0,0,0,10523,0,0,0,12349
DHYRC4,201809,1785.0,1785.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC4,201810,1785.0,0.0,1785.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC4,201811,1785.0,0.0,0.0,1785.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC4,201812,1785.0,0.0,0.0,0.0,1785.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC4,201901,1785.0,0.0,0.0,0.0,0.0,1785.0,0.0,0,0,0,0,0,0,0
DHYRC4,201902,1785.0,0.0,0.0,0.0,0.0,0.0,1785.0,0,0,0,0,0,0,0
DHYRC4,201903,1785.0,0.0,0.0,0.0,0.0,0.0,0.0,1785,0,0,0,0,0,0
DHYRC4,201904,1785.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1785,0,0,0,0,0
DHYRC4,201905,1785.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1785,0,0,0,0
DHYRC4,201906,1785.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1785,0,0,0
DHYRC4,201907,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1190,0,0
DHYRC4,201908,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1190,0
DHYRC4,201909,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1190
DHYRC4,201910,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1190
DHYRC4,201911,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1190
DHYRC4,201912,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1190
DHYRC4,202001,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1190
DHYRC5,201808,24139.0,24139.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC5,201809,24139.0,0.0,24139.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC5,201810,24139.0,0.0,0.0,24139.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC5,201811,24139.0,0.0,0.0,0.0,24139.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC5,201812,23544.0,0.0,0.0,0.0,0.0,23544.0,0.0,0,0,0,0,0,0,0
DHYRC5,201901,23544.0,0.0,0.0,0.0,0.0,0.0,23544.0,0,0,0,0,0,0,0
DHYRC5,201902,23544.0,0.0,0.0,0.0,0.0,0.0,0.0,23544,0,0,0,0,0,0
DHYRC5,201903,21023.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21023,0,0,0,0,0
DHYRC5,201904,1645.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1645,0,0,0,0
DHYRC6,201808,24567.0,24567.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC6,201809,22948.0,0.0,22948.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC6,201810,22948.0,0.0,0.0,22948.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC6,201811,22948.0,0.0,0.0,0.0,22948.0,0.0,0.0,0,0,0,0,0,0,0
DHYRC6,201812,22948.0,0.0,0.0,0.0,0.0,22948.0,0.0,0,0,0,0,0,0,0
DHYRC6,201901,22948.0,0.0,0.0,0.0,0.0,0.0,22948.0,0,0,0,0,0,0,0
DHYRC6,201902,22948.0,0.0,0.0,0.0,0.0,0.0,0.0,22948,0,0,0,0,0,0
DHYRC6,201903,22948.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22948,0,0,0,0,0
DHYRC6,201904,21565.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21565,0,0,0,0
DHYRC6,201905,21565.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21565,0,0,0
DHYRC6,201906,21565.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,21565,0,0
DINE02,201804,-103.96,-103.96,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINE02,201805,-103.96,-103.96,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINE02,201806,-103.96,-103.96,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINE02,201807,-103.96,-103.96,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINE02,201808,28.28,28.28,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINE02,201809,28.28,0.0,28.28,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINE02,201810,306.66,306.66,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINE02,201811,306.66,0.0,306.66,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINE02,201901,133.38,133.38,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINE02,201902,133.38,0.0,133.38,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINE02,201910,207.48,207.48,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINE02,201911,370.5,370.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINE02,201912,370.5,0.0,370.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DINU02,201910,2523.96,0.0,2523.96,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJAA02,201906,780.9,780.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJAA02,201912,416.1,416.1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJAA02,202001,416.1,0.0,416.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJAE02,201809,2855.7,2855.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJAE02,201810,2855.7,0.0,2855.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJAE02,201811,2855.7,0.0,0.0,2855.7,0.0,0.0,0.0,0,0,0,0,0,0,0
DJAE02,201812,2855.7,0.0,0.0,0.0,2855.7,0.0,0.0,0,0,0,0,0,0,0
DJAE02,201901,1016.04,16.04,0.0,0.0,0.0,1000.0,0.0,0,0,0,0,0,0,0
DJAE02,201908,495.84,495.84,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJAE02,201909,495.84,0.0,495.84,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJAE02,201910,45.54,0.0,0.0,45.54,0.0,0.0,0.0,0,0,0,0,0,0,0
DJAE02,201911,6714.48,6668.94,0.0,0.0,45.54,0.0,0.0,0,0,0,0,0,0,0
DJAE02,201912,7575.97,861.49,6668.94,0.0,0.0,45.54,0.0,0,0,0,0,0,0,0
DJAE02,202001,7575.97,0.0,861.49,6668.94,0.0,0.0,45.54,0,0,0,0,0,0,0
DJUE01,201805,28.5,28.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJUE01,201807,14.25,14.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJUE01,201808,14.25,0.0,14.25,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJUE01,201809,31.92,17.67,0.0,14.25,0.0,0.0,0.0,0,0,0,0,0,0,0
DJUE01,201810,31.92,0.0,17.67,0.0,14.25,0.0,0.0,0,0,0,0,0,0,0
DJUE01,201901,748.98,748.98,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJUE01,201902,748.98,0.0,748.98,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
DJUE01,201903,748.98,0.0,0.0,748.98,0.0,0.0,0.0,0,0,0,0,0,0,0
DJUE01,201904,133.38,133.38,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
